functionName, calculator,N,initTime, calcTime, calcHz, bytes, maxError, blankColumn, err1, err2, err3, Blank,,,,
NonsmoothRungeAbs,CPUChebDense,32,0.036,1.74E+07,57.4546,8,0.0186985,,0.0186985,0.00945909,0.0144444,,,,,
NonsmoothRungeAbs,CPUChebDense,36,0.079,1.66E+07,60.3818,8,0.0123668,,0.0108099,0.00842136,0.0123668,,,,,
NonsmoothRungeAbs,CPUChebDense,40,0.088,2.75E+07,36.315,8,0.0125965,,0.0098248,0.00793186,0.0125965,,,,,
NonsmoothRungeAbs,CPUChebDense,44,0.118,3.89E+07,25.7337,8,0.0153515,,0.00980502,0.0081351,0.0153515,,,,,
NonsmoothRungeAbs,CPUChebDense,48,0.237,9.62E+07,10.3918,8,0.0109539,,0.010164,0.00839797,0.0109539,,,,,
NonsmoothRungeAbs,CPUChebDense,52,0.414,8.13E+07,12.3077,8,0.0108883,,0.0108883,0.00956289,0.0103632,,,,,
NonsmoothRungeAbs,CPUChebDense,56,0.463,1.09E+08,9.19454,8,0.0118026,,0.0118026,0.00884513,0.0106379,,,,,
NonsmoothRungeAbs,CPUChebDense,60,0.613,1.38E+08,7.23405,8,0.0132226,,0.0132226,0.0081662,0.011941,,,,,
NonsmoothRungeAbs,CPUChebDense,64,0.681,3.69E+08,2.71301,8,0.0128473,,0.0128473,0.00694214,0.00849121,,,,,
NonsmoothRungeAbs,CPUChebDense,68,0.821,2.29E+08,4.36735,8,0.00851203,,0.00851203,0.00614959,0.00782506,,,,,
NonsmoothRungeAbs,CPUChebDense,72,0.971,3.06E+08,3.27262,8,0.00793685,,0.00757397,0.00505677,0.00793685,,,,,
NonsmoothRungeAbs,CPUChebDense,76,1.58,4.47E+08,2.23962,8,0.00920116,,0.00719765,0.00442873,0.00920116,,,,,
NonsmoothRungeAbs,CPUChebDense,80,1.31,7.84E+08,1.27514,8,0.00701245,,0.00686611,0.00447281,0.00701245,,,,,
NonsmoothRungeAbs,CPUChebDense,84,1.577,6.23E+08,1.60632,8,0.00690608,,0.00690608,0.00425074,0.00672499,,,,,
NonsmoothRungeAbs,CPUChebDense,88,1.885,7.21E+08,1.38632,8,0.00777139,,0.00777139,0.00419778,0.00709106,,,,,
NonsmoothRungeAbs,CPUChebDense,92,2.207,8.46E+08,1.18191,8,0.00920202,,0.00920202,0.0040457,0.00844441,,,,,
NonsmoothRungeAbs,CPUChebDense,96,2.58,1.79E+09,0.558803,8,0.00939212,,0.00939212,0.00395288,0.0063359,,,,,
NonsmoothRungeAbs,CPUChebDense,100,3.1,1.21E+09,0.828838,8,0.00667273,,0.00667273,0.00383871,0.00601123,,,,,
NonsmoothRungeAbs,CPUChebDense,104,3.594,1.37E+09,0.7304,8,0.00624308,,0.00619564,0.00377567,0.00624308,,,,,
NonsmoothRungeAbs,CPUChebDense,108,4.184,1.57E+09,0.635044,8,0.00735697,,0.00605546,0.00386446,0.00735697,,,,,
NonsmoothRungeAbs,CPUChebDense,112,4.81,2.93E+09,0.340747,8,0.00590129,,0.00590129,0.00419902,0.00544292,,,,,
NonsmoothRungeAbs,CPUChebDense,116,5.496,2.08E+09,0.480371,8,0.00556671,,0.00556671,0.0048971,0.00517277,,,,,
NonsmoothRungeAbs,CPUChebDense,120,6.191,2.43E+09,0.412246,8,0.00607669,,0.00607669,0.00468779,0.00543691,,,,,
NonsmoothRungeAbs,CPUChebDense,124,7.25,2.71E+09,0.368826,8,0.00717692,,0.00717692,0.00439218,0.00647931,,,,,
NonsmoothRungeAbs,CPULinearQuad,12,0,2.61E+07,38.3577,8,0.268269,,0.268269,0.121193,0.141007,,,,,
NonsmoothRungeAbs,CPULinearQuad,16,0,6.73E+07,14.8583,8,0.190483,,0.190483,0.078776,0.0878852,,,,,
NonsmoothRungeAbs,CPULinearQuad,20,0,1.42E+08,7.05705,8,0.108484,,0.108484,0.0546758,0.073162,,,,,
NonsmoothRungeAbs,CPULinearQuad,24,0,2.23E+08,4.47813,8,0.0661561,,0.0661561,0.0524749,0.0508049,,,,,
NonsmoothRungeAbs,CPULinearQuad,28,0,3.76E+08,2.65632,8,0.0457683,,0.0293404,0.0457683,0.0406486,,,,,
NonsmoothRungeAbs,CPULinearQuad,32,0,5.38E+08,1.85969,8,0.0411056,,0.0156181,0.0411056,0.0275718,,,,,
NonsmoothRungeAbs,CPULinearQuad,36,0,8.08E+08,1.23711,8,0.047668,,0.047668,0.0333874,0.0284099,,,,,
NonsmoothRungeAbs,CPULinearQuad,40,0,1.14E+09,0.873481,8,0.0498659,,0.0498659,0.0235704,0.0200333,,,,,
NonsmoothRungeAbs,CPULinearQuad,44,0,1.49E+09,0.672193,8,0.0444483,,0.0444483,0.0127474,0.0188497,,,,,
NonsmoothRungeAbs,CPULinearQuad,48,0,1.73E+09,0.576549,8,0.0331014,,0.0331014,0.0135955,0.0144423,,,,,
NonsmoothRungeAbs,CPULinearQuad,52,0,2.42E+09,0.413672,8,0.0225417,,0.0212557,0.0225417,0.0168632,,,,,
NonsmoothRungeAbs,CPULinearQuad,56,0,3.07E+09,0.325713,8,0.0163614,,0.0134315,0.0163614,0.0140802,,,,,
NonsmoothRungeAbs,CPULinearQuad,60,0,3.55E+09,0.282013,8,0.0128079,,0.00956713,0.0107348,0.0128079,,,,,
NonsmoothRungeAbs,CPULinearQuad,64,0,4.41E+09,0.226514,8,0.0111599,,0.00930281,0.00817829,0.0111599,,,,,
NonsmoothRungeAbs,CPULinearQuad,68,0,5.65E+09,0.177142,8,0.0147578,,0.0147578,0.0074731,0.0128913,,,,,
NonsmoothRungeAbs,CPULinearQuad,72,0,5.92E+09,0.16903,8,0.0188945,,0.0188945,0.00719961,0.00939476,,,,,
NonsmoothRungeAbs,CPULinearQuad,76,0,7.36E+09,0.135825,8,0.0168754,,0.0168754,0.00676764,0.00958869,,,,,
NonsmoothRungeAbs,CPULinearQuad,80,0,8.81E+09,0.113466,8,0.0130474,,0.0130474,0.00755395,0.0106917,,,,,
NonsmoothRungeAbs,CPULinearQuad,84,0,1.03E+10,0.0974825,8,0.0107777,,0.0107777,0.00849365,0.0105228,,,,,
NonsmoothRungeAbs,CPULinearQuad,88,0,1.16E+10,0.0865307,8,0.00917208,,0.00917208,0.00894974,0.00887338,,,,,
NonsmoothRungeAbs,CPULinearQuad,92,0,1.28E+10,0.0779888,8,0.00844464,,0.0069904,0.00844464,0.00777421,,,,,
NonsmoothRungeAbs,CPULinearQuad,96,0,1.50E+10,0.066825,8,0.0087888,,0.00567298,0.00774442,0.0087888,,,,,
NonsmoothRungeAbs,CPULinearQuad,100,0,1.74E+10,0.0574518,8,0.0110233,,0.00703874,0.00678471,0.0110233,,,,,
NonsmoothRungeAbs,CPULinearQuad,104,0,1.94E+10,0.0515991,8,0.00959501,,0.00959501,0.00508636,0.00788936,,,,,
NonsmoothRungeAbs,CPULinearQuad,108,0,2.06E+10,0.0484302,8,0.00951592,,0.00907298,0.00322792,0.00951592,,,,,
NonsmoothRungeAbs,CPULinearQuad,112,0,2.42E+10,0.0412666,8,0.00909094,,0.00871265,0.00392486,0.00909094,,,,,
NonsmoothRungeAbs,CPULinearQuad,116,0,2.63E+10,0.0379518,8,0.0089626,,0.0082154,0.0073946,0.0089626,,,,,
NonsmoothRungeAbs,CPULinearQuad,120,0,2.99E+10,0.0334513,8,0.00832631,,0.00701488,0.00538208,0.00832631,,,,,
NonsmoothRungeAbs,CPULinearQuad,124,0,3.24E+10,0.0308565,8,0.00920588,,0.00536119,0.00428506,0.00920588,,,,,
NonsmoothRungeAbs,CPULinearQuad,128,0,3.58E+10,0.027902,8,0.00990483,,0.00432486,0.00397727,0.00990483,,,,,
NonsmoothRungeAbs,CPULinearQuad,132,0,3.77E+10,0.0265273,8,0.00968425,,0.00417445,0.00401878,0.00968425,,,,,
NonsmoothRungeAbs,CPULinearQuad,136,0,4.10E+10,0.0244015,8,0.00677046,,0.00609666,0.00385311,0.00677046,,,,,
NonsmoothRungeAbs,CPULinearQuad,140,0,4.32E+10,0.0231589,8,0.00897378,,0.00677786,0.00389881,0.00897378,,,,,
NonsmoothRungeAbs,CPULinearQuad,144,0,4.93E+10,0.0202684,8,0.00837436,,0.0068281,0.00402145,0.00837436,,,,,
NonsmoothRungeAbs,CPULinearQuad,148,0,5.60E+10,0.017847,8,0.0102406,,0.00642171,0.00426317,0.0102406,,,,,
NonsmoothRungeAbs,CPULinearQuad,152,0,5.82E+10,0.0171782,8,0.00770458,,0.00565451,0.00438907,0.00770458,,,,,
NonsmoothRungeAbs,CPULinearQuad,156,0,6.30E+10,0.0158757,8,0.00785976,,0.00446274,0.00437688,0.00785976,,,,,
NonsmoothRungeAbs,CPULinearQuad,160,0,6.81E+10,0.0146879,8,0.00918245,,0.00326995,0.00404874,0.00918245,,,,,
NonsmoothRungeAbs,CPULinearQuad,164,0,7.40E+10,0.0135218,8,0.00882125,,0.00333649,0.0037594,0.00882125,,,,,
NonsmoothRungeAbs,CPULinearQuad,168,0,7.84E+10,0.012749,8,0.00853871,,0.00491417,0.00275562,0.00853871,,,,,
NonsmoothRungeAbs,CPULinearQuad,172,0,8.36E+10,0.0119664,8,0.00679818,,0.00554752,0.00248746,0.00679818,,,,,
NonsmoothRungeAbs,CPULinearQuad,176,0,8.78E+10,0.0113858,8,0.00983349,,0.00567728,0.00299205,0.00983349,,,,,
NonsmoothRungeAbs,CPULinearQuad,180,0,9.53E+10,0.010495,8,0.00941841,,0.00543935,0.00389122,0.00941841,,,,,
NonsmoothRungeAbs,CPULinearSparse,12,0,13338,74973.8,4,0.268269,,0.268269,0.121192,0.141008,,,,,
NonsmoothRungeAbs,CPULinearSparse,16,0,15158,65971.8,4,0.190483,,0.190483,0.0787764,0.0878467,,,,,
NonsmoothRungeAbs,CPULinearSparse,20,0.001,21438,46646.1,4,0.108485,,0.108485,0.0546759,0.0731623,,,,,
NonsmoothRungeAbs,CPULinearSparse,24,0.001,27354,36557.7,4,0.0661564,,0.0661564,0.0524752,0.0492486,,,,,
NonsmoothRungeAbs,CPULinearSparse,28,0.001,33752,29627.9,4,0.0457687,,0.0293397,0.0457687,0.0406905,,,,,
NonsmoothRungeAbs,CPULinearSparse,32,0.002,54681,18287.9,4,0.0411049,,0.0156181,0.0411049,0.0275532,,,,,
NonsmoothRungeAbs,CPULinearSparse,36,0.003,59663,16760.8,4,0.0476687,,0.0476687,0.0333868,0.0283103,,,,,
NonsmoothRungeAbs,CPULinearSparse,40,0.004,80132,12479.4,4,0.0498648,,0.0498648,0.0235713,0.0199387,,,,,
NonsmoothRungeAbs,CPULinearSparse,44,0.005,105526,9476.34,4,0.044449,,0.044449,0.0127506,0.0190111,,,,,
NonsmoothRungeAbs,CPULinearSparse,48,0.006,129734,7708.08,4,0.0331013,,0.0331013,0.0135711,0.0142323,,,,,
NonsmoothRungeAbs,CPULinearSparse,52,0.008,166630,6001.32,4,0.0225426,,0.0212576,0.0225426,0.0167241,,,,,
NonsmoothRungeAbs,CPULinearSparse,56,0.01,208664,4792.39,4,0.0163627,,0.0134342,0.0163627,0.0111282,,,,,
NonsmoothRungeAbs,CPULinearSparse,60,0.012,242941,4116.23,4,0.0117058,,0.00956896,0.0107352,0.0117058,,,,,
NonsmoothRungeAbs,CPULinearSparse,64,0.015,285127,3507.21,4,0.0110172,,0.00930303,0.00817849,0.0110172,,,,,
NonsmoothRungeAbs,CPULinearSparse,68,0.019,351771,2842.76,4,0.0147615,,0.0147615,0.00747215,0.0125946,,,,,
NonsmoothRungeAbs,CPULinearSparse,72,0.024,424886,2353.57,4,0.0188989,,0.0188989,0.00720021,0.00698583,,,,,
NonsmoothRungeAbs,CPULinearSparse,76,0.028,498169,2007.35,4,0.0168741,,0.0168741,0.00676546,0.00831305,,,,,
NonsmoothRungeAbs,CPULinearSparse,80,0.032,579092,1726.84,4,0.0130497,,0.0130497,0.00754998,0.00929409,,,,,
NonsmoothRungeAbs,CPULinearSparse,84,0.045,664464,1504.97,4,0.0107759,,0.0107759,0.00850744,0.0102275,,,,,
NonsmoothRungeAbs,CPULinearSparse,88,0.044,756257,1322.3,4,0.00917108,,0.00917108,0.00894747,0.00493448,,,,,
NonsmoothRungeAbs,CPULinearSparse,92,0.049,860991,1161.45,4,0.00844379,,0.00700021,0.00844379,0.00611827,,,,,
NonsmoothRungeAbs,CPULinearSparse,96,0.077,979885,1020.53,4,0.0078645,,0.0056675,0.00775085,0.0078645,,,,,
NonsmoothRungeAbs,CPULinearSparse,100,0.162,1.12E+06,896.522,4,0.00897185,,0.00704332,0.00677711,0.00897185,,,,,
NonsmoothRungeAbs,CPULinearSparse,104,0.177,1.26E+06,792.761,4,0.00959482,,0.00959482,0.00508919,0.00385581,,,,,
NonsmoothRungeAbs,CPULinearSparse,108,0.163,1.41E+06,706.948,4,0.00906708,,0.00906708,0.00322613,0.00560565,,,,,
NonsmoothRungeAbs,CPULinearSparse,112,0.182,1.55E+06,643.847,4,0.00871313,,0.00871313,0.00392085,0.00665665,,,,,
NonsmoothRungeAbs,CPULinearSparse,116,0.174,1.72E+06,582.262,4,0.00833938,,0.00833938,0.00739978,0.00775268,,,,,
NonsmoothRungeAbs,CPULinearSparse,120,0.209,1.90E+06,525,4,0.00701615,,0.00701615,0.00538346,0.00331871,,,,,
NonsmoothRungeAbs,CPULinearSparse,124,0.218,2.08E+06,481.694,4,0.00535333,,0.00535333,0.00428987,0.00476992,,,,,
NonsmoothRungeAbs,CPULinearSparse,128,0.237,2.33E+06,428.348,4,0.00603619,,0.00432466,0.00397648,0.00603619,,,,,
NonsmoothRungeAbs,CPULinearSparse,132,0.283,2.52E+06,396.069,4,0.00677738,,0.00417762,0.00402347,0.00677738,,,,,
NonsmoothRungeAbs,CPULinearSparse,136,0.217,2.80E+06,356.99,4,0.00610181,,0.00610181,0.00385283,0.00280745,,,,,
NonsmoothRungeAbs,CPULinearSparse,140,0.254,3.08E+06,324.428,4,0.00686304,,0.00686304,0.00392104,0.0046533,,,,,
NonsmoothRungeAbs,CPULinearSparse,144,0.264,3.35E+06,298.34,4,0.00682534,,0.00682534,0.0040252,0.00547411,,,,,
NonsmoothRungeAbs,CPULinearSparse,148,0.282,3.56E+06,281.142,4,0.00641703,,0.00641703,0.0042678,0.00559065,,,,,
NonsmoothRungeAbs,CPULinearSparse,152,0.319,3.86E+06,258.76,4,0.00588912,,0.00588912,0.00439355,0.00270847,,,,,
NonsmoothRungeAbs,CPULinearSparse,156,0.31,4.14E+06,241.779,4,0.00444291,,0.00444291,0.00437487,0.00409266,,,,,
NonsmoothRungeAbs,CPULinearSparse,160,0.35,4.49E+06,222.822,4,0.00499592,,0.00326826,0.00404917,0.00499592,,,,,
NonsmoothRungeAbs,CPULinearSparse,164,0.399,1.03E+07,97.2237,4,0.00506272,,0.00333816,0.00360345,0.00506272,,,,,
NonsmoothRungeAbs,CPULinearSparse,168,0.357,5.26E+06,190.095,4,0.00500635,,0.00500635,0.00275934,0.00247951,,,,,
NonsmoothRungeAbs,CPULinearSparse,172,0.41,5.60E+06,178.452,4,0.00568718,,0.00568718,0.00185385,0.00402794,,,,,
NonsmoothRungeAbs,CPULinearSparse,176,0.4,6.00E+06,166.738,4,0.00584358,,0.00584358,0.00211918,0.00486061,,,,,
NonsmoothRungeAbs,CPULinearSparse,180,0.433,6.34E+06,157.679,4,0.00553444,,0.00553444,0.00389411,0.0047425,,,,,
NonsmoothRungeAbs,CPULinearSparse,184,0.487,6.83E+06,146.365,4,0.00511917,,0.00511917,0.00287465,0.00228228,,,,,
NonsmoothRungeAbs,CPULinearSparse,188,0.54,7.23E+06,138.299,4,0.00380114,,0.00380114,0.00266512,0.00350196,,,,,
NonsmoothRungeAbs,CPULinearSparse,192,0.461,7.71E+06,129.784,4,0.00450247,,0.00270344,0.00270822,0.00450247,,,,,
NonsmoothRungeAbs,CPULinearSparse,196,0.576,8.23E+06,121.468,4,0.00421395,,0.00277635,0.00274729,0.00421395,,,,,
NonsmoothRungeAbs,CPULinearSparse,200,0.59,8.78E+06,113.836,4,0.00416721,,0.00416721,0.00262278,0.00193576,,,,,
NonsmoothRungeAbs,CPULinearSparse,204,0.649,9.25E+06,108.16,4,0.00492298,,0.00492298,0.00284437,0.00355159,,,,,
NonsmoothRungeAbs,CPULinearSparse,208,0.76,9.98E+06,100.151,4,0.00505299,,0.00505299,0.00288902,0.00420252,,,,,
NonsmoothRungeAbs,CPULinearSparse,212,0.586,1.04E+07,96.1304,4,0.00492576,,0.00492576,0.00291991,0.00407771,,,,,
NonsmoothRungeAbs,CPULinearSparse,216,0.727,1.11E+07,90.1419,4,0.00416467,,0.00416467,0.00289767,0.00185854,,,,,
NonsmoothRungeAbs,CPULinearSparse,220,0.735,1.16E+07,86.0333,4,0.00371016,,0.00371016,0.00287149,0.00337049,,,,,
NonsmoothRungeAbs,CPULinearSparse,224,0.818,1.23E+07,81.429,4,0.00381186,,0.00222643,0.00270403,0.00381186,,,,,
NonsmoothRungeAbs,CPULinearSparse,228,0.804,1.30E+07,77.074,4,0.00377611,,0.0025813,0.00239389,0.00377611,,,,,
NonsmoothRungeAbs,CPULinearSparse,232,0.858,1.37E+07,72.8047,4,0.00367218,,0.00367218,0.00193315,0.00175101,,,,,
NonsmoothRungeAbs,CPULinearSparse,236,0.893,1.73E+07,57.7474,4,0.0042746,,0.0042746,0.00135264,0.00315534,,,,,
NonsmoothRungeAbs,CPULinearSparse,240,0.919,1.51E+07,66.0668,4,0.00427251,,0.00427251,0.00141415,0.00363937,,,,,
NonsmoothRungeAbs,CPULinearSparse,244,1.034,1.58E+07,63.0993,4,0.00412754,,0.00412754,0.00244813,0.00339122,,,,,
NonsmoothRungeAbs,CPULinearSparse,248,1.041,2.73E+07,36.6211,4,0.00391835,,0.00391835,0.00199373,0.00180595,,,,,
NonsmoothRungeAbs,CPULinearSparse,252,1.044,1.74E+07,57.6115,4,0.00303434,,0.00303434,0.00201242,0.00292832,,,,,
NonsmoothRungeAbs,CPULinearSparse,256,1.107,1.82E+07,54.9167,4,0.00345909,,0.00187766,0.00210451,0.00345909,,,,,
NonsmoothRungeAbs,CPULinearSparse,260,1.325,1.91E+07,52.2386,4,0.00335055,,0.00236436,0.00209663,0.00335055,,,,,
NonsmoothRungeAbs,CPULinearSparse,264,1.259,2.01E+07,49.6418,4,0.00320837,,0.00320837,0.00211938,0.00156615,,,,,
NonsmoothRungeAbs,CPULinearSparse,268,1.25,2.10E+07,47.5181,4,0.00373115,,0.00373115,0.00222083,0.00272381,,,,,
NonsmoothRungeAbs,CPULinearSparse,272,1.372,2.20E+07,45.4539,4,0.00386298,,0.00386298,0.00225783,0.00326608,,,,,
NonsmoothRungeAbs,CPULinearSparse,276,1.413,2.30E+07,43.4825,4,0.00373813,,0.00373813,0.00225628,0.00302062,,,,,
NonsmoothRungeAbs,CPULinearSparse,280,1.45,2.46E+07,40.693,4,0.00360374,,0.00360374,0.00226362,0.00171974,,,,,
NonsmoothRungeAbs,CPULinearSparse,284,1.543,2.51E+07,39.9162,4,0.00298152,,0.00298152,0.00215583,0.00272664,,,,,
NonsmoothRungeAbs,CPULinearSparse,288,1.592,3.40E+07,29.3822,4,0.003095,,0.00164218,0.00203013,0.003095,,,,,
NonsmoothRungeAbs,CPULinearSparse,292,1.638,2.73E+07,36.6861,4,0.00288522,,0.00194884,0.00180363,0.00288522,,,,,
NonsmoothRungeAbs,CPULinearSparse,296,1.706,2.86E+07,35.0236,4,0.00300286,,0.00300286,0.00148016,0.00162808,,,,,
NonsmoothRungeAbs,CPULinearSparse,300,1.788,2.97E+07,33.719,4,0.00333881,,0.00333881,0.00102364,0.00244831,,,,,
NonsmoothRungeAbs,CPULinearSparse,304,1.857,3.08E+07,32.4351,4,0.0036512,,0.0036512,0.00113068,0.00313379,,,,,
NonsmoothRungeAbs,CPULinearSparse,308,2.076,3.21E+07,31.1542,4,0.00357411,,0.00357411,0.00176742,0.0028966,,,,,
NonsmoothRungeAbs,CPULinearSparse,312,1.932,3.32E+07,30.1005,4,0.00307648,,0.00307648,0.00152942,0.00142175,,,,,
NonsmoothRungeAbs,CPULinearSparse,316,2.123,3.45E+07,29.018,4,0.00252194,,0.00252194,0.00162002,0.00245069,,,,,
NonsmoothRungeAbs,CPULinearSparse,320,2.12,3.58E+07,27.9714,4,0.00283624,,0.00153435,0.00169366,0.00283624,,,,,
NonsmoothRungeAbs,CPULinearSparse,324,2.352,3.72E+07,26.8686,4,0.00280085,,0.00195878,0.00179731,0.00280085,,,,,
NonsmoothRungeAbs,CPULinearSparse,328,2.305,3.87E+07,25.8353,4,0.00270172,,0.00270172,0.00182661,0.00147548,,,,,
NonsmoothRungeAbs,CPULinearSparse,332,2.488,4.01E+07,24.9582,4,0.00317069,,0.00317069,0.00189377,0.00244023,,,,,
NonsmoothRungeAbs,CPULinearSparse,336,2.398,4.15E+07,24.079,4,0.00319191,,0.00319191,0.00186621,0.00267657,,,,,
NonsmoothRungeAbs,CPULinearSparse,340,2.628,4.31E+07,23.2161,4,0.00336028,,0.00336028,0.00193555,0.00266567,,,,,
NonsmoothRungeAbs,CPULinearSparse,344,2.535,4.46E+07,22.4155,4,0.00284442,,0.00284442,0.00184264,0.00129824,,,,,
NonsmoothRungeAbs,CPULinearSparse,348,2.705,4.62E+07,21.6355,4,0.00262623,,0.00262623,0.00180747,0.002371,,,,,
NonsmoothRungeAbs,CPULinearSparse,352,2.902,4.76E+07,20.9893,4,0.0027978,,0.0017108,0.0016826,0.0027978,,,,,
NonsmoothRungeAbs,CPULinearSparse,356,2.888,4.95E+07,20.1867,4,0.00260654,,0.00185963,0.00152436,0.00260654,,,,,
NonsmoothRungeAbs,CPULinearSparse,360,2.984,5.13E+07,19.4984,4,0.00243214,,0.00243214,0.00123218,0.00123455,,,,,
NonsmoothRungeAbs,CPULinearSparse,364,3.099,5.65E+07,17.704,4,0.00279563,,0.00279563,0.000868267,0.00205747,,,,,
NonsmoothRungeAbs,CPULinearSparse,368,3.123,5.47E+07,18.2649,4,0.00299532,,0.00299532,0.000972793,0.00265289,,,,,
NonsmoothRungeAbs,CPULinearSparse,372,3.223,5.62E+07,17.7848,4,0.00282952,,0.00282952,0.00134315,0.00231244,,,,,
NonsmoothRungeAbs,CPULinearSparse,376,3.434,5.82E+07,17.1784,4,0.00261721,,0.00261721,0.00126967,0.00119188,,,,,
NonsmoothRungeAbs,CPULinearSparse,380,3.351,5.99E+07,16.6953,4,0.00218599,,0.00218599,0.00140969,0.00204509,,,,,
NonsmoothRungeAbs,CPULinearSparse,384,3.518,6.18E+07,16.1783,4,0.00242414,,0.00132474,0.00140948,0.00242414,,,,,
NonsmoothRungeAbs,CPULinearSparse,388,3.673,6.40E+07,15.6262,4,0.00230292,,0.0016423,0.00150871,0.00230292,,,,,
NonsmoothRungeAbs,CPULinearSparse,392,3.819,6.63E+07,15.09,4,0.00235401,,0.00235401,0.00159235,0.00129146,,,,,
NonsmoothRungeAbs,CPULinearSparse,396,3.902,6.81E+07,14.6737,4,0.00268178,,0.00268178,0.0016715,0.00208426,,,,,
NonsmoothRungeAbs,CPULinearSparse,400,4.09,7.05E+07,14.1941,4,0.00273918,,0.00273918,0.00163819,0.00237453,,,,,
NonsmoothRungeAbs,CPULinearSparse,404,3.996,7.24E+07,13.8202,4,0.00290083,,0.00290083,0.00168604,0.00231049,,,,,
NonsmoothRungeAbs,CPULinearSparse,408,4.252,7.46E+07,13.4001,4,0.0024442,,0.0024442,0.00157682,0.00112804,,,,,
NonsmoothRungeAbs,CPULinearSparse,412,4.246,7.67E+07,13.0419,4,0.00218394,,0.00218394,0.00155735,0.00206027,,,,,
NonsmoothRungeAbs,CPULinearSparse,416,4.365,7.88E+07,12.6887,4,0.00233497,,0.00118101,0.00141755,0.00233497,,,,,
NonsmoothRungeAbs,CPULinearSparse,420,4.687,8.15E+07,12.2676,4,0.00210014,,0.00139664,0.00129227,0.00210014,,,,,
NonsmoothRungeAbs,CPULinearSparse,424,4.805,8.47E+07,11.8052,4,0.00221552,,0.00221552,0.00109375,0.00122204,,,,,
NonsmoothRungeAbs,CPULinearSparse,428,4.879,8.72E+07,11.4721,4,0.00256467,,0.00256467,0.000895721,0.002019,,,,,
NonsmoothRungeAbs,CPULinearSparse,432,5.103,8.90E+07,11.2323,4,0.00278375,,0.00278375,0.000808105,0.00238496,,,,,
NonsmoothRungeAbs,CPULinearSparse,436,5.222,9.09E+07,11.0009,4,0.00276583,,0.00276583,0.00108097,0.00215618,,,,,
NonsmoothRungeAbs,CPULinearSparse,440,5.23,9.40E+07,10.6379,4,0.00260122,,0.00260122,0.00114577,0.00125005,,,,,
NonsmoothRungeAbs,CPULinearSparse,444,5.392,9.68E+07,10.3334,4,0.00221088,,0.00221088,0.0012268,0.00197265,,,,,
NonsmoothRungeAbs,CPULinearSparse,448,5.564,9.92E+07,10.0848,4,0.00228398,,0.00146382,0.00133017,0.00228398,,,,,
NonsmoothRungeAbs,CPULinearSparse,452,5.615,1.11E+08,9.0464,4,0.00193902,,0.00127569,0.00130361,0.00193902,,,,,
NonsmoothRungeAbs,CPULinearSparse,456,6.01,1.05E+08,9.50428,4,0.00197805,,0.00197805,0.00136347,0.00105645,,,,,
NonsmoothRungeAbs,CPULinearSparse,460,6.044,1.08E+08,9.26872,4,0.00230149,,0.00230149,0.00142267,0.00173552,,,,,
NonsmoothRungeAbs,CPULinearSparse,464,6.248,1.11E+08,9.04514,4,0.00264108,,0.00264108,0.00152285,0.00222726,,,,,
NonsmoothRungeAbs,CPULinearSparse,468,6.235,1.14E+08,8.75108,4,0.00234163,,0.00234163,0.0014292,0.00190992,,,,,
NonsmoothRungeAbs,CPULinearSparse,472,6.514,1.18E+08,8.47986,4,0.00244619,,0.00244619,0.0014727,0.00114403,,,,,
NonsmoothRungeAbs,CPULinearSparse,476,6.604,1.22E+08,8.16954,4,0.0020494,,0.0020494,0.00138754,0.00187862,,,,,
NonsmoothRungeAbs,CPULinearSparse,480,6.771,1.22E+08,8.16914,4,0.0020847,,0.00109659,0.00126486,0.0020847,,,,,
NonsmoothRungeAbs,CPULinearSparse,484,7.05,1.28E+08,7.80481,4,0.00196691,,0.00145032,0.00119214,0.00196691,,,,,
NonsmoothRungeAbs,CPULinearSparse,488,7.194,1.30E+08,7.66583,4,0.00183211,,0.00183211,0.000956923,0.00100048,,,,,
NonsmoothRungeAbs,CPULinearSparse,492,7.186,1.35E+08,7.40628,4,0.00229759,,0.00229759,0.000984093,0.00179438,,,,,
NonsmoothRungeAbs,CPULinearSparse,496,7.464,1.48E+08,6.7767,4,0.00238969,,0.00238969,0.0007278,0.00210095,,,,,
NonsmoothRungeAbs,CPULinearSparse,500,7.913,1.41E+08,7.07125,4,0.00237322,,0.00237322,0.000905534,0.00180866,,,,,
NonsmoothRungeAbs,CPULinearSparse,504,7.854,1.45E+08,6.8852,4,0.00233101,,0.00233101,0.00102144,0.00108139,,,,,
NonsmoothRungeAbs,CPULinearSparse,508,7.902,1.60E+08,6.23124,4,0.00174868,,0.00174868,0.00117637,0.00157493,,,,,
NonsmoothRungeAbs,CPULinearSparse,512,8.229,1.51E+08,6.60694,4,0.00191493,,0.00105924,0.00110795,0.00191493,,,,,
NonsmoothRungeAbs,CPULinearSparse,516,8.544,1.58E+08,6.31591,4,0.00175362,,0.00121468,0.00118423,0.00175362,,,,,
NonsmoothRungeAbs,CPUBicubicQuad,12,0,2.97E+09,0.336363,4,0.0311884,,0.0243289,0.0311884,0.0295402,,,,,
NonsmoothRungeAbs,CPUBicubicQuad,16,0,5.79E+09,0.172726,4,0.0384743,,0.0384743,0.0256705,0.0268516,,,,,
NonsmoothRungeAbs,CPUBicubicQuad,20,0,9.29E+09,0.107618,4,0.0366789,,0.0366789,0.0177175,0.0192533,,,,,
